likesCount,ownerUsername,postUrl,text,timestamp,cleaned_comment,cleaned_comment_with_text_emojis,translated_comments
0.0,spank0920,https://www.instagram.com/p/C5p7r70rx2f/,"@7justkidding ありがとう〜❣️桜🌸とクルマが一緒に撮れる所は嬉しくなってしまって☺️
わんこ達、何も考えず窓越しに撮ったら反射して心霊写真みたいになっちゃって😫またリベンジしたら見てやってちょーだい🙏",2024-04-13T11:57:56.000Z,justkidding ありがとう 桜 とクルマが一緒に撮れる所は嬉しくなってしまって わんこ達 何も考えず窓越しに撮ったら反射して心霊写真みたいになっちゃって またリベンジしたら見てやってちょーだい,justkidding ありがとう heart exclamation 桜 cherry blossom とクルマが一緒に撮れる所は嬉しくなってしまって smiling face わんこ達 何も考えず窓越しに撮ったら反射して心霊写真みたいになっちゃって tired face またリベンジしたら見てやってちょーだい folded hand,"Justkidding. I was so happy to get a shot of the cherry blossoms and the car together, and then I took a shot of the dogs through the window without thinking, and the reflection made it look like a ghost photo."
1.0,fiat_uk,https://www.instagram.com/p/C6V1t9WsWWa/,"@ferdinand_ozeangruen We love how much you love Fiat! Can we post some of your content on our channels? If yes, just say #YesFiat. T&Cs at fiat.co.uk/user-generated-content-terms-and-conditions.",2024-05-02T11:48:38.000Z,ferdinand ozeangruen love much love fiat post content channel yes say yesfiat c fiat co uk user generated content term condition,ferdinand ozeangruen love much love fiat post content channel yes say yesfiat c fiat co uk user generated content term condition,ferdinand ozeangruen love much love fiat post content channel yes say yesfiat c fiat co uk user generated content term condition
0.0,ferdinand_ozeangruen,https://www.instagram.com/p/C6V1t9WsWWa/,@fiat_uk #YesFiat 🤗💙,2024-05-02T12:32:07.000Z,fiat uk yesfiat,fiat uk yesfiat smiling face open hand blue heart,fiat uk yesfiat
1.0,audialoha_andbodycombat,https://www.instagram.com/p/C1OYIYfNIZg/,✨🎄😍🔥,2023-12-24T06:09:50.000Z,,sparkle christmas tree smiling face heart eye fire,
1.0,little_abarth,https://www.instagram.com/p/C1OYIYfNIZg/,@audialoha_andbodycombat 😍💙💙🍾🫶🏻,2023-12-24T06:34:40.000Z,audialoha andbodycombat,audialoha andbodycombat smiling face heart eye blue heart blue heart bottle popping cork heart hand light skin tone,audialoha andbodycombat
1.0,little_abarth,https://www.instagram.com/p/C1OYIYfNIZg/,@mudrinicmila  Merry Christmas 🧑‍🎄🥂🫶🏻💙🤍,2023-12-24T06:36:01.000Z,mudrinicmila merry christmas,mudrinicmila merry christmas mx claus clinking glass heart hand light skin tone blue heart white heart,mudrinicmila merry christmas
1.0,la_abarth89,https://www.instagram.com/p/C1OYIYfNIZg/,Merry Christmas fra🫡🤗🎄🎁,2023-12-24T07:12:21.000Z,merry christmas fra,merry christmas fra saluting face smiling face open hand christmas tree wrapped gift,merry christmas fra
1.0,little_abarth,https://www.instagram.com/p/C1OYIYfNIZg/,@la_abarth89 auguri a te e famiglia fratello mio Feluce Natale 🫶🏻💙🩶♥️🦂🦂,2023-12-24T07:56:11.000Z,la abarth auguri te e famiglia fratello mio feluce natale,la abarth auguri te e famiglia fratello mio feluce natale heart hand light skin tone blue heart grey heart heart suit scorpion scorpion,abarth wishes you and your family a merry christmas
1.0,moin.abarth,https://www.instagram.com/p/C1OYIYfNIZg/,Buon Natale🌲🎅🏻🫶🏻🦂🇮🇹,2023-12-24T08:42:56.000Z,buon natale,buon natale evergreen tree santa claus light skin tone heart hand light skin tone scorpion italy,merry christmas
1.0,lindapagnii,https://www.instagram.com/p/C1OYIYfNIZg/,Adoroooooo❤️😍😍😍,2023-12-24T08:43:08.000Z,adoroooooo,adoroooooo red heart smiling face heart eye smiling face heart eye smiling face heart eye,adoroooooo
1.0,little_abarth,https://www.instagram.com/p/C1OYIYfNIZg/,@lindapagnii ♥️♥️my love,2023-12-24T09:06:20.000Z,lindapagnii love,lindapagnii heart suit heart suit love,lindapagnii love
1.0,little_abarth,https://www.instagram.com/p/C1OYIYfNIZg/,@moin.abarth Felice Natale Marinella 🫶🏻🩶💙♥️🧑‍🎄😘😘,2023-12-24T09:07:38.000Z,moin abarth felice natale marinella,moin abarth felice natale marinella heart hand light skin tone grey heart blue heart heart suit mx claus face blowing kiss face blowing kiss,moin abarth felice natale marinella
1.0,abar_thist,https://www.instagram.com/p/C1OYIYfNIZg/,🎄merry Christmas ⭐️🎁,2023-12-24T09:47:51.000Z,merry christmas,christmas tree merry christmas star wrapped gift,merry christmas
1.0,joseafz1,https://www.instagram.com/p/C1OYIYfNIZg/,Merry Christmas 🎄🥂,2023-12-24T10:01:57.000Z,merry christmas,merry christmas christmas tree clinking glass,merry christmas
1.0,little_abarth,https://www.instagram.com/p/C1OYIYfNIZg/,@abar_thist Merry Christmas 🫶🏻🎶🩶🖤🧑‍🎄🧑‍🎄🦂🦂😘😘,2023-12-24T10:16:28.000Z,abar thist merry christmas,abar thist merry christmas heart hand light skin tone musical note grey heart black heart mx claus mx claus scorpion scorpion face blowing kiss face blowing kiss,abar thist merry christmas
1.0,nikanorchik,https://www.instagram.com/p/C1OYIYfNIZg/,Merry Christmas!!!!🎁🎉💫🎄♥️🤗,2023-12-24T11:10:29.000Z,merry christmas,merry christmas wrapped gift party popper dizzy christmas tree heart suit smiling face open hand,merry christmas
0.0,little_abarth,https://www.instagram.com/p/C1OYIYfNIZg/,@joseafz1 Merry Christmas 🫶🏻💙,2023-12-24T11:35:43.000Z,joseafz merry christmas,joseafz merry christmas heart hand light skin tone blue heart,joseafz merry christmas
1.0,little_abarth,https://www.instagram.com/p/C1OYIYfNIZg/,@nikanorchik Merry Christmas Kate 💙💛🫶🏻🍾🍾🤗🧑‍🎄🥰🥰,2023-12-24T11:36:22.000Z,nikanorchik merry christmas kate,nikanorchik merry christmas kate blue heart yellow heart heart hand light skin tone bottle popping cork bottle popping cork smiling face open hand mx claus smiling face heart smiling face heart,nikanorchik merry christmas kate
1.0,rick_competizione,https://www.instagram.com/p/C1OYIYfNIZg/,Buona vigilia 🤗🤗🤗💙💙💙🎄🎄🎄❄️❄️❄️,2023-12-24T14:25:39.000Z,buona vigilia,buona vigilia smiling face open hand smiling face open hand smiling face open hand blue heart blue heart blue heart christmas tree christmas tree christmas tree snowflake snowflake snowflake,happy eve
1.0,little_abarth,https://www.instagram.com/p/C1OYIYfNIZg/,@rick_competizione buon Natale bro a te e famiglia 💙🩶,2023-12-24T16:29:14.000Z,rick competizione buon natale bro te e famiglia,rick competizione buon natale bro te e famiglia blue heart grey heart,rick competition merry christmas bro you and family
1.0,666_the_black_fairy,https://www.instagram.com/p/C1OYIYfNIZg/,😍😎🎄🖤merry x mas bro😍❤️,2023-12-24T22:51:30.000Z,merry x ma bro,smiling face heart eye smiling face sunglass christmas tree black heart merry x ma bro smiling face heart eye red heart,merry x ma bro
1.0,andy_dark750li,https://www.instagram.com/p/C1OYIYfNIZg/,😍😍,2023-12-25T04:37:18.000Z,,smiling face heart eye smiling face heart eye,
0.0,anjxoa,https://www.instagram.com/p/C1OYIYfNIZg/,Dieses Lied 🎵🎄💫😍😍😍,2023-12-26T09:03:18.000Z,diesis lied,diesis lied musical note christmas tree dizzy smiling face heart eye smiling face heart eye smiling face heart eye,diesis lied
1.0,my_abarth595,https://www.instagram.com/p/C1OYIYfNIZg/,🎅,2023-12-28T18:07:24.000Z,,santa claus,
0.0,fiat_nz,https://www.instagram.com/p/CqmpSkrsP5e/,#FiatNZ #fiatabarth #italiancars #italiancar #cartastic #smallcar #italianluxury #nz #fiat #carsofinstagram #fiat500 #fiatfridays #fiat500c #fiatclub #fiatlovers #fiat500abarth #fiat500lovers #fiat500lounge #fiat500dolcevita #dolcevita #fiat500club #luxury #luxurylifestyle #luxurylife #smallcars,2023-04-04T06:16:02.000Z,fiatnz fiatabarth italiancars italiancar cartastic smallcar italianluxury nz fiat carsofinstagram fiat fiatfridays fiatc fiatclub fiatlovers fiatabarth fiatlovers fiatlounge fiatdolcevita dolcevita fiatclub luxury luxurylifestyle luxurylife smallcars,fiatnz fiatabarth italiancars italiancar cartastic smallcar italianluxury nz fiat carsofinstagram fiat fiatfridays fiatc fiatclub fiatlovers fiatabarth fiatlovers fiatlounge fiatdolcevita dolcevita fiatclub luxury luxurylifestyle luxurylife smallcars,fiatnz fiatabarth italiancars italiancar cartastic smallcar italianluxury nz fiat carsofinstagram fiat fiatfridays fiatc fiatclub fiatlovers fiatabarth fiatlovers fiatlounge fiatdolcevita dolcevita fiatclub luxury luxurylifestyle luxurylife smallcars
0.0,craighickmangoodall,https://www.instagram.com/p/CqmpSkrsP5e/,😍,2023-04-04T07:08:26.000Z,,smiling face heart eye,
1.0,imaimaquen,https://www.instagram.com/p/CtsEMREhDsj/,💠💠🍙💠💠😍👏👏👏,2023-06-20T00:14:32.000Z,,diamond dot diamond dot rice ball diamond dot diamond dot smiling face heart eye clapping hand clapping hand clapping hand,
1.0,luigifiat500journal,https://www.instagram.com/p/CtsEMREhDsj/,🙌❤️👏👏👏,2023-06-20T09:00:15.000Z,,raising hand red heart clapping hand clapping hand clapping hand,
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/CtsEMREhDsj/,@luigifiat500journal 😍🩵💚💜,2023-06-20T09:07:07.000Z,luigifiatjournal,luigifiatjournal smiling face heart eye light blue heart green heart purple heart,luigifiatjournal
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/CtsEMREhDsj/,@imaimaquen おおっ‼️なるほどこれ💠アジサイっぽくていいですね🍙🩼🍀,2023-06-20T09:09:29.000Z,imaimaquen おおっ なるほどこれ アジサイっぽくていいですね,imaimaquen おおっ double exclamation mark なるほどこれ diamond dot アジサイっぽくていいですね rice ball crutch four leaf clover,"IMAIMAQUEN Oh, I see what you mean. It's very hydrangea-like."
1.0,misalunlun,https://www.instagram.com/p/CtsEMREhDsj/,紫陽花ロードですね〜💜🤍🩵今年は全く撮ってないなぁ〜💦,2023-06-20T23:37:16.000Z,紫陽花ロードですね 今年は全く撮ってないなぁ,紫陽花ロードですね purple heart white heart light blue heart 今年は全く撮ってないなぁ sweat droplet,Hydrangea Road. I haven't taken any pictures at all this year.
1.0,fiat_500c_dolcevita,https://www.instagram.com/p/CtsEMREhDsj/,@misalunlun 💠💠🚗💠💠まだまだきっと間に合いますからミサさんもぜひ〜💜🤍🩵,2023-06-23T11:33:25.000Z,misalunlun まだまだきっと間に合いますからミサさんもぜひ,misalunlun diamond dot diamond dot automobile diamond dot diamond dot まだまだきっと間に合いますからミサさんもぜひ purple heart white heart light blue heart,"misalunlun I'm sure it's not too late for you, Missa!"
1.0,misalunlun,https://www.instagram.com/p/CtsEMREhDsj/,@fiat_dolcevita ありがとうちゃん🍀今週末行こうかなぁと🤭💜,2023-06-23T12:59:16.000Z,fiat dolcevita ありがとうちゃん 今週末行こうかなぁと,fiat dolcevita ありがとうちゃん four leaf clover 今週末行こうかなぁと face hand mouth purple heart,"fiat dolcevita Thank you, dear, I was thinking of going this weekend."
0.0,fiat_500c_dolcevita,https://www.instagram.com/p/CtsEMREhDsj/,@misalunlun そちらもこの週末お天気☀️良さそうですね✨💜🤍🩵📷チャンスですね〜👍,2023-06-24T00:46:32.000Z,misalunlun そちらもこの週末お天気 良さそうですね チャンスですね,misalunlun そちらもこの週末お天気 sun 良さそうですね sparkle purple heart white heart light blue heart camera チャンスですね thumb,"Misalunlun, it looks like it's going to be a nice weekend there too, so here's your chance."
0.0,valmalu45,https://www.instagram.com/p/C6HeL9kNVO0/,👍👍👍,2024-04-25T06:18:45.000Z,,thumb thumb thumb,
0.0,attitud.e_girl_,https://www.instagram.com/p/CY6_ApuoWn_/,Send pic @spirit_.of._speed (1.3),2022-01-19T18:25:40.000Z,send pic spirit speed,send pic spirit speed,send pic spirit speed
0.0,capahit361,https://www.instagram.com/p/CY6_ApuoWn_/,SEND PIC 💙@planet_of_motorized,2022-01-19T18:26:17.000Z,send pic planet motorized,send pic blue heart planet motorized,send pic planet motorized
0.0,capahit361,https://www.instagram.com/p/CY6_ApuoWn_/,SEND PIC 💙@planet_of_motorized,2022-01-19T18:26:37.000Z,send pic planet motorized,send pic blue heart planet motorized,send pic planet motorized
1.0,maami.san,https://www.instagram.com/p/CvaCjxcL9J4/,アバチン繋がり万歳ですね🙌って事で、えつこさんは人見知りじゃないです🤣,2023-08-01T21:39:42.000Z,アバチン繋がり万歳ですね って事で えつこさんは人見知りじゃないです,アバチン繋がり万歳ですね raising hand って事で えつこさんは人見知りじゃないです rolling floor laughing,"Hooray for the Abatine connection. So, Etsuko-san is not shy."
1.0,tomohiro595,https://www.instagram.com/p/CvaCjxcL9J4/,いつも上まで行っちゃうので、ココの駐車場に停めたことありませ〜ん😆,2023-08-01T21:54:17.000Z,いつも上まで行っちゃうので ココの駐車場に停めたことありませ ん,いつも上まで行っちゃうので ココの駐車場に停めたことありませ ん grinning squinting face,I've never parked here because I always end up going up.
1.0,etk_s901,https://www.instagram.com/p/CvaCjxcL9J4/,"@maami.san さん
ホントみなさん気さくな方でした😊
いやホント人見知りなんですってばー！笑",2023-08-01T22:30:48.000Z,maami san さん ホントみなさん気さくな方でした いやホント人見知りなんですってばー 笑,maami san さん ホントみなさん気さくな方でした smiling face smiling eye いやホント人見知りなんですってばー 笑,"I'm really shy, I tell you!"
1.0,etk_s901,https://www.instagram.com/p/CvaCjxcL9J4/,"@tomohiro595 さん
そうなんですね🙄
ココの駐車場けっこう🚙停まってましたよ。
奈良県人と大阪府民が富士山ですれ違うって考えたらウケますよね😂",2023-08-01T22:32:31.000Z,tomohiro さん そうなんですね ココの駐車場けっこう 停まってましたよ 奈良県人と大阪府民が富士山ですれ違うって考えたらウケますよね,tomohiro さん そうなんですね face rolling eye ココの駐車場けっこう sport utility vehicle 停まってましたよ 奈良県人と大阪府民が富士山ですれ違うって考えたらウケますよね face tear joy,"tomohiro-san I see, there were quite a few people parked in the parking lot here. It's funny to think that people from Nara and Osaka pass each other on Mt."
1.0,maami.san,https://www.instagram.com/p/CvaCjxcL9J4/,@etk_s901 さん、post見てる限り説得力ないぞ〜お会いした時も思ったけど😂,2023-08-01T22:33:58.000Z,etk さん post見てる限り説得力ないぞ お会いした時も思ったけど,etk さん post見てる限り説得力ないぞ お会いした時も思ったけど face tear joy,"etk, you're not very convincing as far as your post is concerned. I thought so when I met you."
1.0,miyaken_farecorail,https://www.instagram.com/p/CvaCjxcL9J4/,ここ日の出タイムも幻想的でした！夕方も今度チャレンジしようかなぁ…などと悪巧み？してます！,2023-08-01T22:47:39.000Z,ここ日の出タイムも幻想的でした 夕方も今度チャレンジしようかなぁ などと悪巧み してます,ここ日の出タイムも幻想的でした 夕方も今度チャレンジしようかなぁ などと悪巧み してます,"The sunrise here was fantastic, and I'm thinking of trying it again in the evening."
1.0,misalunlun,https://www.instagram.com/p/CvaCjxcL9J4/,おぉ〜、えつこさん、やりましたね✨なかなかテンションが合わないと声かけにくいですよね🤭ABARTHの輪、広がっていってますね👍,2023-08-01T22:52:49.000Z,おぉ えつこさん やりましたね なかなかテンションが合わないと声かけにくいですよね abarthの輪 広がっていってますね,おぉ えつこさん やりましたね sparkle なかなかテンションが合わないと声かけにくいですよね face hand mouth abarthの輪 広がっていってますね thumb,"It's hard to talk to people when you're not in the same mood, isn't it?"
1.0,etk_s901,https://www.instagram.com/p/CvaCjxcL9J4/,"@maami.san さん
みんなが優しいから🥰
いろいろ助けられてます。",2023-08-01T23:12:37.000Z,maami san さん みんなが優しいから いろいろ助けられてます,maami san さん みんなが優しいから smiling face heart いろいろ助けられてます,"maami san Everyone is so kind to me, they help me a lot."
1.0,etk_s901,https://www.instagram.com/p/CvaCjxcL9J4/,"@miyaken_farecorail さん
ココ富士山も山中湖も見渡せて開放的でいいですよね✨
悪巧み？写真期待してます🤭",2023-08-01T23:14:48.000Z,miyaken farecorail さん ココ富士山も山中湖も見渡せて開放的でいいですよね 悪巧み 写真期待してます,miyaken farecorail さん ココ富士山も山中湖も見渡せて開放的でいいですよね sparkle 悪巧み 写真期待してます face hand mouth,"miyaken farecorail It's nice and open here with a view of both Mt Fuji and Lake Yamanaka, isn't it?"
1.0,tomohiro595,https://www.instagram.com/p/CvaCjxcL9J4/,@etk_s901 他の車が停まっててごちゃごちゃするので、そこは通過一択です🫡🫡🫡,2023-08-01T23:15:36.000Z,etk 他の車が停まっててごちゃごちゃするので そこは通過一択です,etk 他の車が停まっててごちゃごちゃするので そこは通過一択です saluting face saluting face saluting face,"etk It's a mess with other cars parked there, so I choose to pass through there."
1.0,etk_s901,https://www.instagram.com/p/CvaCjxcL9J4/,"@misalunlun さん
みなさん優しいから😊
ちゃんとインスタとか聞かなかった自分に悔やんでます💦",2023-08-01T23:15:54.000Z,misalunlun さん みなさん優しいから ちゃんとインスタとか聞かなかった自分に悔やんでます,misalunlun さん みなさん優しいから smiling face smiling eye ちゃんとインスタとか聞かなかった自分に悔やんでます sweat droplet,"misalunlun You're all so kind, I'm sorry I didn't ask you about your Instagram or something."
1.0,misalunlun,https://www.instagram.com/p/CvaCjxcL9J4/,@etk_s901 また会いますよ。そのうち😊👍いつか。。。いつかっていつか。。。,2023-08-02T02:43:25.000Z,etk また会いますよ そのうち いつか いつかっていつか,etk また会いますよ そのうち smiling face smiling eye thumb いつか いつかっていつか,"etk I'll see you again. Someday, someday, someday."
2.0,ortho.m.m,https://www.instagram.com/p/CvaCjxcL9J4/,"繋がりました！
改めまして、おるそです😊
遅ればせながら、本日富士山postしたところ…エピックブルーのチンク乗りのまぁみさんが、それは“えつ子さんです〜”って😆
テンション上がっちゃって、お名前も何も知らぬままだった事に気づいたのは後の祭り…😅
繋がれてよかった〜！フォローさせていただきます😊",2023-08-03T07:44:15.000Z,繋がりました 改めまして おるそです 遅ればせながら 本日富士山postしたところ エピックブルーのチンク乗りのまぁみさんが それは えつ子さんです って テンション上がっちゃって お名前も何も知らぬままだった事に気づいたのは後の祭り 繋がれてよかった フォローさせていただきます,繋がりました 改めまして おるそです smiling face smiling eye 遅ればせながら 本日富士山postしたところ エピックブルーのチンク乗りのまぁみさんが それは えつ子さんです って grinning squinting face テンション上がっちゃって お名前も何も知らぬままだった事に気づいたのは後の祭り grinning face sweat 繋がれてよかった フォローさせていただきます smiling face smiling eye,"I'm glad we're connected, and I'll be following you."
2.0,etk_s901,https://www.instagram.com/p/CvaCjxcL9J4/,"@ortho.m.m さん
わぁぁぁ！！繋がりましたっ！
おるそさん先日はありがとうございました😊
私もすっかりテンション上がってしまっててお名前もインスタもなにも聞かずお別れしたのを悔やんでました💦
写真見せていただいた平野の浜あのあと行きました🚙
こちらこそフォロバさせていただきました、よろしくお願いします✨",2023-08-03T07:53:02.000Z,ortho さん わぁぁぁ 繋がりましたっ おるそさん先日はありがとうございました 私もすっかりテンション上がってしまっててお名前もインスタもなにも聞かずお別れしたのを悔やんでました 写真見せていただいた平野の浜あのあと行きました こちらこそフォロバさせていただきました よろしくお願いします,ortho さん わぁぁぁ 繋がりましたっ おるそさん先日はありがとうございました smiling face smiling eye 私もすっかりテンション上がってしまっててお名前もインスタもなにも聞かずお別れしたのを悔やんでました sweat droplet 写真見せていただいた平野の浜あのあと行きました sport utility vehicle こちらこそフォロバさせていただきました よろしくお願いします sparkle,"I was so excited that I didn't ask you your name or your Instagram or anything, and I regretted saying goodbye. I'm looking forward to meeting you."
1.0,maple_500cielo,https://www.instagram.com/p/CvaCjxcL9J4/,緑のチンク私でーす！先程フォローさせていただきました！！,2024-01-05T08:43:27.000Z,緑のチンク私でーす 先程フォローさせていただきました,緑のチンク私でーす 先程フォローさせていただきました,Green Chink I am - I just followed you.
1.0,etk_s901,https://www.instagram.com/p/CvaCjxcL9J4/,"@maple_500cielo さん
インスタのおすすめかも？も捨てたもんじゃありませんね🤣
繋がれてめちゃくちゃうれしいです！
よろしくお願いします✨",2024-01-05T08:53:52.000Z,maple cielo さん インスタのおすすめかも も捨てたもんじゃありませんね 繋がれてめちゃくちゃうれしいです よろしくお願いします,maple cielo さん インスタのおすすめかも も捨てたもんじゃありませんね rolling floor laughing 繋がれてめちゃくちゃうれしいです よろしくお願いします sparkle,I'm very happy to be able to connect with you.
1.0,maple_500cielo,https://www.instagram.com/p/CvaCjxcL9J4/,@etk_s901 インスタの機能に感謝したのはじめてです😀私も繋がることができて嬉しいです。これからもよろしくお願いします！,2024-01-05T08:59:14.000Z,etk インスタの機能に感謝したのはじめてです 私も繋がることができて嬉しいです これからもよろしくお願いします,etk インスタの機能に感謝したのはじめてです grinning face 私も繋がることができて嬉しいです これからもよろしくお願いします,"etk This is the first time I've appreciated the Insta feature I'm glad we can connect too, keep up the good work!"
0.0,fashionarianna,https://www.instagram.com/p/C8ReyfKsgZI/,Si potrebbe avere preventivo?,2024-08-04T15:22:18.000Z,si potrebbe avere preventivo,si potrebbe avere preventivo,you could have an estimate
1.0,attenya,https://www.instagram.com/p/C6Qqy7YI1mw/,👏👏👏👏👏 Como el mio!!!,2024-04-27T16:29:41.000Z,como el mio,clapping hand clapping hand clapping hand clapping hand clapping hand como el mio,like mine
1.0,katherine_rmhr,https://www.instagram.com/p/C6Qqy7YI1mw/,@attenya  estoy loka por comprarme uno❤️ es más cuqui,2024-04-27T23:51:15.000Z,attenya estoy loka por comprarme uno e más cuqui,attenya estoy loka por comprarme uno red heart e más cuqui,attenya estoy loka por comprarme uno e más cuqui
1.0,maami.san,https://www.instagram.com/p/C1MUaDnr-2h/,凄い事になってますね😳お気を付けてお過ごしください,2023-12-23T10:46:03.000Z,凄い事になってますね お気を付けてお過ごしください,凄い事になってますね flushed face お気を付けてお過ごしください,"It's been a hell of a ride, sir. Take care of yourself."
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,@maami.san ありがとうございます！こうなると運転は控えます😅転ばないように気を付けます💦,2023-12-23T10:50:28.000Z,maami san ありがとうございます こうなると運転は控えます 転ばないように気を付けます,maami san ありがとうございます こうなると運転は控えます grinning face sweat 転ばないように気を付けます sweat droplet,"Thank you, maami san. I'll refrain from driving when this happens. I'll be careful not to fall."
1.0,blaboss55,https://www.instagram.com/p/C1MUaDnr-2h/,おおーそっちも降りましたねー☃️お互い雪道は気をつけましょう🙌,2023-12-23T10:53:43.000Z,おおーそっちも降りましたねー お互い雪道は気をつけましょう,おおーそっちも降りましたねー snowman お互い雪道は気をつけましょう raising hand,"Oh, it's snowing there, too - let's both be careful on snowy roads."
1.0,kazu__0024,https://www.instagram.com/p/C1MUaDnr-2h/,"キツいよねぇー🤣
先週はぎっくり腰だったから
この雪はキツかったー🥲",2023-12-23T11:05:43.000Z,キツいよねぇー 先週はぎっくり腰だったから この雪はキツかったー,キツいよねぇー rolling floor laughing 先週はぎっくり腰だったから この雪はキツかったー smiling face tear,"It's hard, isn't it? I had a bad back last week, so this snow was hard."
1.0,yoko__taniguchi__,https://www.instagram.com/p/C1MUaDnr-2h/,"黄色い方😂
さすが〜✨✨✨
いつも驚かされます✨✨",2023-12-23T11:05:45.000Z,黄色い方 さすが いつも驚かされます,黄色い方 face tear joy さすが sparkle sparkle sparkle いつも驚かされます sparkle sparkle,"The yellow one, as always, never ceases to amaze me."
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,"@blaboss55 降りました〜😵暖冬という話は。。。？
そうですね！気を付けましょう🙌",2023-12-23T11:14:38.000Z,blaboss 降りました 暖冬という話は そうですね 気を付けましょう,blaboss 降りました face crossed eye 暖冬という話は そうですね 気を付けましょう raising hand,"BLABOSS It's raining, and the talk of a mild winter is right, so let's be careful."
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,"@yoko__taniguchi__ 道路に出られなくなるからねー💦
わたしも驚かされぱなし😣
でも、午後には稼働してくれたよ👍",2023-12-23T11:16:32.000Z,yoko taniguchi 道路に出られなくなるからねー わたしも驚かされぱなし でも 午後には稼働してくれたよ,yoko taniguchi 道路に出られなくなるからねー sweat droplet わたしも驚かされぱなし persevering face でも 午後には稼働してくれたよ thumb,"yoko taniguchi They've been keeping me in suspense because I can't get on the road, but they're back up and running this afternoon."
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,"@kazu__0024 キツかったーー💨日頃の運動不足が💦
ぎっくり腰、繰り返さないように気をつけてね！",2023-12-23T11:18:19.000Z,kazu キツかったーー 日頃の運動不足が ぎっくり腰 繰り返さないように気をつけてね,kazu キツかったーー dashing away 日頃の運動不足が sweat droplet ぎっくり腰 繰り返さないように気をつけてね,"Kazu, that was hard... lack of daily exercise... but be careful not to repeat the same injury."
1.0,kumi_imuk_93,https://www.instagram.com/p/C1MUaDnr-2h/,"わー😮やっぱり凄い雪だ❄️
大変なのは承知の上で…。
雪遊びがしたい私です🙈💦",2023-12-23T11:23:10.000Z,わー やっぱり凄い雪だ 大変なのは承知の上で 雪遊びがしたい私です,わー face open mouth やっぱり凄い雪だ snowflake 大変なのは承知の上で 雪遊びがしたい私です see evil monkey sweat droplet,"Wow, it's snowing like crazy. I know it's hard work, but I want to play in the snow."
1.0,ikuchon2,https://www.instagram.com/p/C1MUaDnr-2h/,たくさん積もったのですね⛄️雪かきお疲れ様でした👏👏👏,2023-12-23T11:26:28.000Z,たくさん積もったのですね 雪かきお疲れ様でした,たくさん積もったのですね snowman without snow 雪かきお疲れ様でした clapping hand clapping hand clapping hand,You got a lot of snow. Thanks for shoveling.
1.0,yuyuka426,https://www.instagram.com/p/C1MUaDnr-2h/,驚きのコラボですね😂お気をつけて〜🍀,2023-12-23T11:28:31.000Z,驚きのコラボですね お気をつけて,驚きのコラボですね face tear joy お気をつけて four leaf clover,Amazing collaboration. Take care.
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,@kumi_imuk_93 寒くて誰も遊んでないけど😅良かったら好きなだけどうぞ〜😁黄色いの運転して〜🚜,2023-12-23T12:00:56.000Z,kumi imuk 寒くて誰も遊んでないけど 良かったら好きなだけどうぞ 黄色いの運転して,kumi imuk 寒くて誰も遊んでないけど grinning face sweat 良かったら好きなだけどうぞ beaming face smiling eye 黄色いの運転して tractor,"kumi imuk It's cold and no one's playing, but if you like, you can drive the yellow one all you want."
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,@yuyuka426 ありがとうございます😊旦那さんの決断力？？？には驚かされるばかりです😅,2023-12-23T12:01:43.000Z,yuyuka ありがとうございます 旦那さんの決断力 には驚かされるばかりです,yuyuka ありがとうございます smiling face smiling eye 旦那さんの決断力 には驚かされるばかりです grinning face sweat,"Thank you, yuyuka. Your husband's determination never ceases to amaze me."
1.0,spank0920,https://www.instagram.com/p/C1MUaDnr-2h/,"@ikuchon2 やっぱり積もりました😵
ありがとうございます😊筋肉痛が怖いです〜💦",2023-12-23T12:02:38.000Z,ikuchon やっぱり積もりました ありがとうございます 筋肉痛が怖いです,ikuchon やっぱり積もりました face crossed eye ありがとうございます smiling face smiling eye 筋肉痛が怖いです sweat droplet,ikuchon It's still piling up. Thank you. I'm afraid of sore muscles.
1.0,168apple.snow110,https://www.instagram.com/p/C1MUaDnr-2h/,やっぱり降ったかぁ( ˘•ω•˘ )私がLINEした時は まだマシやったんよな？黄色いの、調子悪くなってもたんか！筋肉痛…酷くならんとええね(;^_^Aお疲れさまぁ( *ˊᵕˋ)ﾉ,2023-12-23T12:10:20.000Z,やっぱり降ったかぁ ω 私がlineした時は まだマシやったんよな 黄色いの 調子悪くなってもたんか 筋肉痛 酷くならんとええね aお疲れさまぁ ˊᵕˋ ﾉ,やっぱり降ったかぁ ω 私がlineした時は まだマシやったんよな 黄色いの 調子悪くなってもたんか 筋肉痛 酷くならんとええね aお疲れさまぁ ˊᵕˋ ﾉ,I hope your muscles don't get too sore.
