video_title,comment
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Der Händler wollte 36.000€, Nein einfach Nein."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Einfach ein superhübsches Stadtauto. Langstrecke mit 42kWh dürfte eher schwierig sein, aber die meisten machen das doch eh nur selten. Ich finde es einfach ein richtig tolles Stadtauto. Mit Verdeck nochmal mehr.Aber warum kein kleiner Frunk, Platz scheint doch da zu sein? Gibt es da eigentlich eine Aftermarket-Lösung?"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"„So ´n schöner Verbrenner…“? Was soll an einem Verbrenner schön sein? Laut, erzeugt Abgase, vernichtet Ressourcen, geht kaputt…nein danke. Vor allem in den Kleinwagen, ist der E-Antrieb viel besser (smart, eup, Fiat500…). Lautlos, sanft und kraftvoll gleichzeitig, kein Gedöns, Lebensfreude pur."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Eines der wenigen Elektroautos, welches aufgrund seines Preises noch für normale Arbeitnehmer für einen Kauf infrage käme. Wie jedoch auch in diesem Video gesagt, ist es nicht unbedingt die richtige Wahl, wenn es das einzige verfügbare Fahrzeug sein wird, weil das Einsatzspektrum nun mal doch recht stark begrenzt ist. Ansonsten hat FIAT mit diesem Fahrzeug sehr vieles richtig gemacht, denn es sieht sowohl innen als auch außen hübsch aus, hat brauchbare Fahrleistungen und bietet scheinbar vernünftige Qualität. Ich persönlich bräuchte jetzt noch mal mehr Vergleichstests, denn auch der ZOE von RENAULT fährt wohl in diesem Segment und erscheint mir interessant. Allerdings habe ich in Bezug auf dieses Auto wahrgenommen, dass es im Crashtest nicht überzeugen konnte, was wiederum ein No Go wäre."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Ich habe den als La Prima 3+1 als Drittwagen. Der Kleine ist TOP! Meine Frau liebt ihn über alles und dank der dritten Tür ist der auch quasi alltagstauglich. 191 km finde ich untertrieben da gehen auch im Winter locker 200km+ (Und ja das gilt nicht bei Autobahn 130....)
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,So ein Elektromotor passt doch perfekt zum Fiat 500 :)
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Smallll...
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Manche Menschen sollten keine Autos testen
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"WOW, motorhaubenlift 😂<br>Besitzt nicht mal nen Audi e 😂"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Würde mir aus Prinzip kein E-Auto kaufe, halte die Technik für völlig fehl am Platz ;) zumal ich auch keen modernen Verbrenner kaufen würde, da ich nichts von den ganzen Assistenzsysteme und Überwachungssysteme halte :) dennoch jede soll fahren wat er will :)"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Beste Variante: Fiat 500 Abarth 696 tributo oder 595 esseesse. Aber nicht diese E-Schüssel.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Lieber Herr Bloch, mal wieder kann ich Ihre Relation Null nachvollziehen:<br><br>Der 500e mit der &quot;großen&quot; Batterie kostet soviel wie der ID.3 als Pure, bevor dieser der Chip Krise zum Opfer fiel.<br>Hier heißt es, harte Kunststoffe in dieser Preisklasse sind normal, der VW wurde dafür komplett zerrissen (und der hat sogar weiche Bereiche auf der Armaturentafel).<br><br>Also ich will es mal betonen, der 500e ist 2 Klassen!!! Kleiner, bietet vieeeel weniger Nutzwert, weniger Reichweite etc, aber hier ist alles toll?<br><br>Beim ID.3 war Material Katastrophe, aber beide kosten gleich viel.<br><br>Nie im Leben würde man einem normalen 500 erlauben soviel zu kosten wie ein Golf, aber hier wird es mit keinem Wort erwähnt. <br><br>Daher Herr Bloch, bitte auf die Vergleichbarkeit achten, wenn Sie den ID.3 durch beleidigen und nicht auf die Testpreise gucken, sondern auf die Einstiegspreise (denn zur Vergleichbarkeit: vieles was die Test ID.3 so teuer macht, gibt es ja für einen 500e garnicht, zb Matrix LED, Head Up Display, verstellbares Fahrwerk etc etc)"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Ich habe mir einen bestellt - Fiat 500e La Prima! Schon der Supertest hier auf dem Kanal hat mich überzeugt!!! Hatte vorher schon den Vorgänger-Verbrenner als Cabrio-Version. Darauf habe ich jetzt aber verzichtet, weil das Cabrio sich die Heckscheibe immer so schnell voll Dreck und Wasser geschmissen hat. Daher habe ich jetzt die Version mit Panorama-Dach aber dafür mit Heckscheibenwischer genommen. Man kann zwar mit Außenspiegeln fahren, ich habe aber gerne freie Sicht nach hinten raus. Ist aber auch unser Zweitwagen für die Stadt. Ich hoffe, er kommt bald ... 😃"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Naja Alex, so richtig beschäftigt hast du dich aber nicht mit dem 500e😄"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Wir haben den Fiat 500e  red.Der Kleine macht viel Spaß und  ist schön sparsam. Geringe &quot;Tankkosten&quot; Am Tag ca.10 cent /<a href=""http://kw.in/"">kw.In</a> der Nacht 30 cent/kw. Verbrauch 13kw/100kw incl.klima"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Der 500 e ist wirklich Klasse. Früher hatte ich Fiat praktisch nie auf meiner Rangliste. Der 500e steht bei mir ganz oben.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Super Auto, das auch für mittellange Strecken taugt. Alles Top bis auf die grausame Handysoftware (vieles funktioniert einfach nicht) und einige Macken in der Autosoftware. <br>Das könnte Fiat nachbessern, es scheint sich allerdings nur wenig bis gar nichts zu bewegen."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Von den Specs her definitiv besser als mein e-up, wobei ich die geringe Reichweite nicht verstehe (der up hat 32kWh nutzbar und macht locker 250km und mehr)… Allerdings mag ich die Maße vom up lieber, der Fiat wäre mir zu klein."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Mir persönlich ist er eindeutig zu teuer. 30k fürn Kleinstwagen!? Wtf
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Sympathischer Bericht! Wir fahren unseren 500e Icon Cabrio jetzt seit gut einem Jahr und sind nach gut 9.000 elektrischen Kilometern rundum begeistert. Just war die erste Inspektion - knapp 100 Euro inkl. Leihwagen: 500er Verbrenner/mild-Hybrid. Danach wusste ich, als ich wieder nach Hause summte mit offenem Dach bei Sonnenschein dass wir genau das richtige Auto gekauft haben 😁 Forza Luigi elettra!!"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Der war doch schon vor 10 Monaten im E-Auto Supertest oder?
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Wir haben seit nem halben Jahr den 500e, geiles Ding, doch. Die Verarbeitung ist in Teilen eher so... mäßig und die Software recht schwach, aber wenn die Kinderschuhe abgelegt sind, ein tolles Auto zum Pendeln. Arbeitsweg von 50km am Tag gar kein Problem, einen großen Teil der Strecke fährt er auch autonom, was gerade nach langen Nachtschichten sehr sehr angenehm ist. Dank des Schnelladens geht die Langstrecke auch klar, wenn man vorher etwas plant.<br>Alles in allem ein wirklich tolles Auto, jeden Einzelnen der bisher knapp 15.000km genossen."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Jetzt 13000km und keine Probleme. Um jeden Tag auf die Arbeit 25km eine Strecke zu pendeln ,das perfekte Auto.<br>Zur Not gehen auch 4 Personen wenn 2 mit kurzen Beinen dabei sind🤣"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Laugenbrezeln sind sehr lecker. 😴
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Man hörts direkt schon knacken und knistern aus dem Innenraum…
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Quante persone ci vanno nella scatola di tonno 😭😭
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Mir gefällt der 500e auch richtig gut. Aber der Preis ist einfach mal unverschämt. <br>Der geht ab knapp 28k€ los, für den Preis bekommt man ZWEI Verbrenner Hybrid 500.. <br>Und mir kann beim besten willen keiner erzählen das der 42kwh Akku und die E Technik da drin so viel mehr in der Herstellung kostet als Motor, Getriebe usw usw aus dem Verbrenner.. und die Förderung die zähle ich nicht, die läuft auch mal aus."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Eine frage<br>Sind die 30 k mit oder ohne Förderung?
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Halten bei Hecktrieblern die Manschetten für die Antriebswellen nicht auch länger?<br>Denn die haben ja keine großartigen Bewegungen an der Hinterachse, zumindest deutlich weniger als vorne. War so mal mein Gedanke, keine Ahnung, ob das jemand bestätigen kann. ^^"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Ekelhafter Joghurtbecher. Mach den Elektroschrott weg. :D
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Ich fahre einen Modelljahr 2022 (ohne Dachantenne) in La Prima Ausstattung seit 12/21 als einzigen Wagen. Ich bereue es keine Sekunde und würde wieder zuschlagen. Die im Video angegebenen Verbrauchswerte und Reichweite kann ich aber nicht bestätigen. Die sind bei mir (Pendelstrecke 50 km in Summe am Tag mit Stadtverkehr und etwas geschwindigkeitsbeschränkter Autobahn) deutlich besser. Der Kofferraum ist allerdings winzig und die Rückbank maximal für Kleinkinder erträglich. Wer damit klar kommt, kann zuschlagen."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Für das Geld lieber einen 208 etc
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Ich finde ihn halt einfach optisch grausam.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Das Leasing für meinen eUP läuft noch bis Mitte 2023, mal sehen was dann kommt.<br>Der 500e ist der erste Fiat der für mich in Frage kommt, Reichweite und Ladeleistung passen.<br>Ich will vorab aber noch den Honda E fahren weil mich interessiert wie sich so ein KFZ mit Hackantrieb fährt. Lesen kann man dazu viel, aber ich will es erleben 😬."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Ich habe meinen seid einem Jahr. Ich liebe das Auto. Es gibt nur zwei Sachen die mich stören (bis jetzt). Das erste ist der Gurt, er ist schwer zu erreichen und er rollt sich nicht gut auf. Das zweite ist die Waschanlage, die hat kein Druck und spritz nicht gut genug.<br>Die Lautstärke kann man auch am Radio selbst regeln, also nicht nur 2 Methoden.<br><br>Danke für das Video, was mich aber auch freuen würde ist das testen der Asistenten und ob man sich darauf verlassen kann. Mann zahlt für was und man ist nie sicher wie gut diese sind.<br><br>MfG"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"14kWh/100km, ... Gut?? Naja eine Frage des Massstabes, 14kWh/100km schafft man mit nem Model 3 auch, bei 16kWh muss man sich kaum mehr Mühe geben, nur ein<br>Model 3 ist ja wohl ein schönes Stück mehr Auto."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Bloch Erster!
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Bin ihn im Carsharing gefahren, fand ihn wirklich gut, klar die Materialien sind teils billig. Was mich aber wirklich gestört hat war, dass die Lenkung vom Gefühl her sehr synthetisch ist."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,wenn das Ding nur nicht so häßlich wäre
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Müssen halt die Kinder fahren wenn der Papa hinten sitzt 🙂
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Diese elektro Sache geht garnicht... 🤮
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Warum kommt keiner der verfügbaren Kleinstwagen an die Reichweiten der, nicht mehr verfügbaren, VW-Brüder (Skoda Citygo, Seat Me, VW E-UP) ran. Die VW-Brüder sind nicht nur als Stadtauto sondern auch für Pendler interessant, die auch im Winter  pendeln müssen. So lange Laden am Arbeitsplatz nicht der Standard ist, brauchen wir als Landbewohner Autos, die auch im Winter zum Pendeln geeignet sind."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Mein neuer 500e macht ebenfalls Laune, beste Fahrleistungen und Eigenschaften, unbedingt den großen Akku/Motor nehmen, dann gehen 150km immer, und dann ist mal scharf gefahren, bei gemäßigter Fahrweise steht ne 2 vorn, bei schonenster ne 3 in Sachen Reichweite. Nachladen geht schnell, bin bereits 800 an einem Tag gefahren, das geht, 150km sind in ner knappen halben Stunde nachgeladen. <br><br>Was nervt: dass man zweimal den Startknopf drücken muss, bevor er „Ready“ anzeigt, und D eingelegt werden kann. Ach ja, und wer sich erst im Losfahren anschnallt, der muss dann auch noch die elektrische Parkbremse extra lösen, die macht nur selbsttätig auf, wenn man angeschnallt ist.<br><br>Nun denn, mal sehen wie er sich im Winter schlägt"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Top, weil auf Beifahrersitz Isofix verbaut ist!"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Apropo Verbrenner... Bei den modernen Verbrennern ist der Motor unter ner Plastikverkleidung versteckt🤔🤭 Geräuschisolierng? Warum dann bei E-Autos keine Abdeckung mit einem Fach für Ladekabel, beim 500 schien es genügend Raum zu geben. Das reine Fahren in der Stadt mag ja Spaß machen, durch die Form kann es Probleme geben beim Einparken.🤔😤 Aber gibt ja hoffentlich serienmäßig Parksensoren🤔🤫. Der Ursprungs 500 hatte nur 23 PS also nur ein  Fünftel, hatte aber natürlich nicht die dynamischen &quot;Qualitäten&quot; also nicht den Spassfaktor, der heute so wichtig ist. des E-500!"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Ich freue mich so auf den 500e La Prima 3+1 den sich meine Mom und ich bestellt haben. Ist wohl Mitte Juni abholbereit. Er wird unser einziges Auto sein. Es ist so cool, dass es endlich ein kleines Auto mit geiler verbauten Technik, vernünftigen Ladezeiten und ordentlicher Reichweite gibt. Wir sind total excited. Dieser SUV Wahn ist vollkommen unnötig und das kommt von jemandem der vorher einen Jeep gefahren ist.<br><br>Zum Thema Gangwahl ist das Ganze sicher Geschmackssache, aber ich finde die Knöpfe im 500e genial. Was da an Platz eingespart wurde, welcher der Beinfreiheit zu Gute kommt ist mega. Wir saßen im Autohaus in beiden Varianten (Elektro und Hybrid) Probe und haben im Hybrid Beklemmungen bekommen. Im Elektro haben wir uns sofort wohl gefühlt.<br><br>Zum Thema Software stimme ich hier teilweise zu. Das es lange lädt kann ich so gar nicht bestätigen (auf Basis der sehr viel geschauten Videos und der Probefahrt, welche doch recht üppig war). Im Gegenteil. Gerade im Navi lädt er unheimlich schnell und auch zoomen in der Karte ist auf Tesla Niveau. Es soll aber noch ein paar Bugs geben (kenne ich auch von meinem UConnect des Jeeps). Die gehören sicherlich behoben. Die App gehört auch mal generalüberholt. Hatte aber die gleiche bei meinem Jeep und da hat das Nötigste auch funktioniert, von daher werde ich das noch sehen.<br><br>Den Lautstärkeregler hat meine Mom ohne Fragen und Probleme und ohne das Auto in irgendeiner Weise schon mal gesehen zu haben (Bilder, Videos, etc.) sofort selbst gefunden. Das ist hier schon ein bisschen Korinthenkackerei ^^.<br><br><a href=""https://www.youtube.com/watch?v=pijyB62jKz0&amp;t=605"">10:05</a> Das Rückbänke nicht mit Stoff bezogen sind, habe ich aber auch schon in deutlich höherpreisigen Autos gesehen.<br><br>Alles in allem ist der Fiat in seiner Klasse sicherlich ganz vorne dabei, wenn nicht sogar der Beste. Man darf nicht vergessen, dass man hier von einem KLEINSTwagen spricht. Der ist gar nicht gedacht für die mega Langstrecken und wird so auch nicht beworben. Trotzdem ist das Ganze aufgrund der ordentlichen Reichweite und Ladegeschwindigkeit durchaus möglich. Wir zum Beispiel werden mit ihm ca. 600 km nach Holland fahren. Man muss vielleicht einmal mehr laden, aber ganz ehrlich, wen juckts im Urlaub? Ich kann hier die Videos vom Kanal Elektrobays empfehlen. Die haben den guten ordentlich auf Langstrecke getestet.<br>Ich finde leider, dass hier im Video irgendwelche Mangel regelrecht gesucht und herbeigezogen wurden (siehe Lautstärkeregler), was mich ziemlich stört und zum Daumen runter bringt. Ich habe das Gefühl, dass der 500e hier mit Autos der höheren Klassen verglichen wurde, was nicht fair ist. Vergleicht man das Ganze mal zum Beispiel mit dem Honda E (viel schlechtere Reichweite) oder dem E-Up oder E-Twingo (beide auf Verbrennerbasis, der Fiat ist zu 96% neu und hat auch hier die bessere Reichweite, Software und Materialien), dann ist der Fiat der deutliche Gewinner. Mit den genannten Beispielen sollte man den Fiat vergleichen und nicht mit großen Autos (Stichwort Platz). <br>Und wenn wir schon bei Platz sind, dann nenne ich mal den Ur 500 aus den 50ern. Der war noch viel kleiner und es hat auch die Familie samt Gepäck rein gepasst. Komfortabel war vermutlich anders, aber es ging und die haben sich auch nicht beschwert."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Schade das nicht der Herr Blochs stimme für das Intro benutzt wird :D ( sorry, ich bin ein Herr Bloch fanboy )"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Der 500e ist niedlich und ich brauche nur ein Kleinwagen von A nach B, aber der Preis schreckt ab!!!<br>Drei mal so teuer wie meiner neu gekostet hat, ok mit Prämie immer noch doppelt so teuer. Ergo: nein zu teuer."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Der Fiat 500e ist im April 22 das eAuto mit den meisten Neuzulassungen in Deutschland.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Danke für das Video... Aber was ist denn nun mit dem eUP! im Supertest?
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,mich überzeugt das design sehr
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Cabrio mit La Prima Ausstattung.<br>Volltreffer.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Leider nicht 153 cm breit, sondern hoch. 168 breit."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Ich habe das Cabrio seit 12 Wochen. Es macht wirklich spass damit zu fahren, auch wenn es überteuert ist.<br>ABER, warum bemängelt denn keiner das bei Regenwetter beim öffnen der Heckklappe komplett in den Kofferraum läuft🥲"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Der 500e ist unser Haupt Auto. Auch Langstrecken werden mit ihm zurückgelegt, das kann man im Urlaub hinnehmen. Der zweite wird nächste Woche geholt und der Panda Verbrenner meiner Frau kommt weg."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Cool ist er ja finde den Ora cat aber einiges besser 🤗
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Bloch lässt nur feuchte Fürze in die Buchse!
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Nettes kleines Elektroauto zu ainem akzeptablen Preis und mit brauchbaren Werten.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Stadtauto heißt bei mir Fahrrad.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Nach einem Auffahrunfall kommt man hinten nicht mehr raus, oder?"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"&quot;feminin gestaltet&quot;, weil&#39;s runde Firmen sind. Jaja. Schauen Sie mal auf Ihren Bauch ..."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Wir haben einen als Cabrio sind gut zufrieden 😁
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Für mich ein schickes Stadt E Auto aber nicht für den Preis.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Einfach nur übertrieben der Preis für so ne kleine Kiste
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,der Wagen hat ja ein freundliches Gesicht :)
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"30000 Euro für klein stadtauto??? Spinnt ihr? Kaufe fürs das Geld mindestens 2 koreaner, Benziner."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Haben das Auto in der Familie. Bin begeistert. Allein die flüssige Software lässt viele deutsche Hersteller alt aussehen. Was echt nervt ist der tief hängende Rückspiegel. Großen Menschen nimmt dieser echt viel Sicht vor der rechten A-Säule. So ein Auto für 22k wäre ein Traum. Die Lenkradbedienung ist auch echt angenehm.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Da war mein Twingo 1 ja wie ne Limousine auf der Rücksitzbank 😂
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Alles unter 300km Reichweite nervt. Ein Auto mit Handicap wünscht sich sicher niemand.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Mein Icon muss ein anders Auto sein. Die Federung ist Knüppelhart wie ich es nur von zu tiefen Sportfahrwerken kenne. Federungskomfort null. Meiner Abholung vom Händler erfolgte die 250 km Heimfahrt. Null Problem trotz beherzter Fahrweise. Man kann ihn problemlos unter 15 kWh fahren und somit über 300 km. Die Bedienung des Heckscheibenwischers ist eine einzige Katastrophe. Der Sitz im vorgestellten Icon hat keine Sitzhöhenverstellung wie meiner. Leider stört die Deckenkonsole und Spiegel die Sicht schräg nach rechts erheblich. Der Neuwagengeruch innen ist echt übel. Lane Asist taugt auch nichts und ist ein grober Geselle. Das Auto macht aber riesen Spaß zum fahren. Er geht flott vorwärts und räubert um die Kurven. Ich sehe ihn durchaus positiv.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Nach knapp 9000km mit dem Fiat 500E kann ich sagen er macht wirklich Spass.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Bin voll dabei - als einziges Auto fehlt Reichweite. Nun haben wir schon zwei, aber wenn ein Zweitauto nötig würde, dann der Fiat 500e."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Also wir habe unseren kleinen schwarzen seit Juli 2021 und sind im Großen und Ganzen zufrieden. Es ist ein reiner Zweitwagen für meine Frau zur Fahrt zur Arbeit und zurück und dafür top. Wobei … sie hatte vorher einen Mini (Verbrennet) und im Nachhinein hätten wir doch lieber den Elektro Mini nehmen sollen. Aber für‘s erste E-Auto sind wir sehr zufrieden.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Ich kann mir vorstellen dass der 500e Spaß macht, aber der Verbrauch liegt bei diesem Mini Auto halt auf dem Niveau von meinem Tesla. Preislich ist das Ding auch nicht besonders attraktiv."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"„Bei sanfter Fahrweise und viel Rekuperation sind noch mehr drin“ (ab <a href=""https://www.youtube.com/watch?v=pijyB62jKz0&amp;t=140"">2:20</a>).<br>Der von mir sehr geschätzte Alexander Bloch sollte den kompletten Beitrag moderieren. Er weiß nämlich , dass „viel Rekuperation“ nicht zu einer hohen Reichweite führt sondern einzig eine vorausschauende, moderate Fahrweise bei der man möglichst viel „segelt“ (einfach rollen lässt) und dadurch eher wenig rekuperiert (und somit weniger Energie vernichtet, weil bei der Rekuperation ca. 30% der erbrachten Energie verloren geht."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,was 190km reichweite?!<br>das ist falsch.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Geiler Bock, schöner Test"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Danke für diesen schönen Kurztest und das aussagekräftige Fazit! Wir sind zu demselben Ergebnis gekommen und finden, dass der Fiat das perfekte Zweitfahrzeug sein müsste. Und um den Funfaktor zu erhöhen, sollte es ein Cabrio sein. Deswegen haben wir uns das Cabrio bestellt und hoffen, dass wir ihn im Juli in Empfang nehmen können."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Meine Frau hat es, als Zweitauto fuer unsere Familie. Finde das Auto in der Stadt einfach super, auch Elektromotor ueberzeugt, ich will kein Benziner mehr fahren, habe mir auch ein Elektroauto bestellt…"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Das ist für mich eine Büchse auf 4 Rädern.<br>Da muss man hinten einsteigen wie damals in den 50ern in den Käfer.<br>Und das bei einem Preis von über 30.000 €. <br>Nein Danke das ist nichts für mich.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Wie im VW Käfer auch auserlich.... so net ! Grosz genug..
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,sehr nettes Auto
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Super Test 👍 frage mich warum er keine Reichweite hat . Mein Kona hat nur 39 kw Batterie und kommt 305 Kilometer . Vielleicht kommen ja man Vergleich Test 👍
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Bin das Auto vor kurzem in der La Prima Variante Probegefahren. Hat mir sehr gut gefallen und in der La Prima Ausstattungslinie ist das ohnehin schon recht schicke Innendesign (zumindest in diesem Preissegment) nochmal ein Stückchen ansprechender. Ich überlege mir aktuell den Fiat 500e zuzulegen. In meinem Fall auch als einziges Auto, da ich selten viel Platz im Auto benötige und in der Regel nicht über 150km am Stück fahre. Dafür fahre ich regelmäßig in und um eine Großstadt. Da scheint mir das Auto ein guter Vertreter, der auch noch verhältnismäßig geringe laufende Kosten verursacht."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Äh ja, dass sagt schon alles: Um bei euch eine Top Bewertung zu bekommen, braucht ein Auto nur einen E-Antrieb besitzen."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Bissle größerer Akku wäre nicht schlecht, 50/60 kw braucht man schon"
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,30 mille ???<br>Rauchen die Crack??
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Ich habe einen ich bin voll zufrieden top 👍👍👍👍👍👍👍👍👍👍👍👍
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Also Bitte ! Der beste Fiat 500 ever ist ja wohl der Biposto. Und auch jeder andre Abarth ist besser als diese Gewichtsmöhre die kaum vom eigenen Acker wegkommt bei der Reichweite.
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,"Wir haben den LaPrima als Zweitwagen. <br>Vorher Opel Adam S. Wir vermissen den Adam nicht 1 Sekunde. Nach der Probefahrt mit dem Fiat war der Adam für uns irgendwie aus der Zeit gefallen. Dieser Radau etc. <br>Der LaPrima fährt Autonom (Level 2) kann und macht vieles selbst. Herrlich. <br>An der Ampel, schwups und weg. Herrlich. <br>Wir haben 27500€ mit Prämie bezahlt. Jeden Tag macht der Wagen aufs Neue Spaß. Wird im Monat 1000km bewegt, davon hoher Autobahnanteil ins Büro. <br>Alles richtig gemacht. Fiat und wir."
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Ich finde das Auto 🚗 wirklich sehr hübsch 😊 aber der Preis für so ein kleines Auto ist schon sehr happig
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,30k für ein kleinwagen die topen vw
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Nee der beste 500 ist für mich definitiv ein Abarth😅 mit geilem Knattersound
Fiat 500 Elektro: Der beste 500 ever! - Test | auto motor und sport,Bloch ist der beste!! Objektiv und fair
